hodnota,obdobi,rok,tyden,ukazatel_txt,polozka_txt
13.52,2019-W44,2019,44,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.76,2019-W45,2019,45,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.94,2019-W45,2019,45,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.55,2019-W45,2019,45,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.74,2019-W46,2019,46,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.99,2019-W46,2019,46,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.96,2019-W46,2019,46,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.71,2019-W47,2019,47,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.96,2019-W47,2019,47,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.9,2019-W47,2019,47,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.7,2019-W48,2019,48,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.92,2019-W48,2019,48,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.84,2019-W48,2019,48,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.67,2019-W49,2019,49,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.9,2019-W49,2019,49,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.83,2019-W49,2019,49,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.66,2019-W50,2019,50,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.78,2019-W50,2019,50,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.84,2019-W50,2019,50,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.61,2019-W51,2019,51,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.7,2019-W51,2019,51,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.85,2019-W51,2019,51,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.85,2020-W02,2020,2,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.89,2020-W02,2020,2,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.94,2020-W02,2020,2,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.05,2020-W03,2020,3,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.07,2020-W03,2020,3,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.06,2020-W03,2020,3,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.94,2020-W04,2020,4,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.98,2020-W04,2020,4,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.05,2020-W04,2020,4,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.83,2020-W05,2020,5,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.93,2020-W05,2020,5,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.11,2020-W05,2020,5,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.63,2020-W06,2020,6,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.78,2020-W06,2020,6,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.08,2020-W06,2020,6,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.37,2020-W07,2020,7,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.57,2020-W07,2020,7,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.03,2020-W07,2020,7,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.28,2020-W08,2020,8,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.5,2020-W08,2020,8,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.82,2020-W08,2020,8,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.21,2020-W09,2020,9,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.44,2020-W09,2020,9,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.71,2020-W09,2020,9,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.08,2020-W10,2020,10,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.31,2020-W10,2020,10,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.62,2020-W10,2020,10,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.64,2020-W11,2020,11,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.96,2020-W11,2020,11,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.5,2020-W11,2020,11,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.85,2020-W12,2020,12,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.11,2020-W12,2020,12,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.22,2020-W12,2020,12,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
28.64,2020-W13,2020,13,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
28.71,2020-W13,2020,13,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.11,2020-W13,2020,13,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.92,2020-W14,2020,14,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.61,2020-W14,2020,14,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.92,2020-W14,2020,14,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.31,2020-W15,2020,15,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
26.94,2020-W15,2020,15,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.63,2020-W15,2020,15,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
26.73,2020-W17,2020,17,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
26.21,2020-W17,2020,17,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.27,2020-W17,2020,17,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
26.14,2020-W18,2020,18,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
25.7,2020-W18,2020,18,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.07,2020-W18,2020,18,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
25.75,2020-W19,2020,19,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
25.32,2020-W19,2020,19,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
11.78,2020-W19,2020,19,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
25.6,2020-W20,2020,20,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
25.24,2020-W20,2020,20,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
11.7,2020-W20,2020,20,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
25.76,2020-W21,2020,21,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
25.68,2020-W21,2020,21,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
11.67,2020-W21,2020,21,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
25.94,2020-W22,2020,22,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
25.84,2020-W22,2020,22,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
11.68,2020-W22,2020,22,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
25.99,2020-W23,2020,23,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
25.95,2020-W23,2020,23,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
11.61,2020-W23,2020,23,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
26.14,2020-W24,2020,24,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
26.12,2020-W24,2020,24,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
11.89,2020-W24,2020,24,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
26.27,2020-W25,2020,25,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
26.4,2020-W25,2020,25,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.05,2020-W25,2020,25,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
26.42,2020-W26,2020,26,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
26.7,2020-W26,2020,26,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12,2020-W26,2020,26,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
26.82,2020-W27,2020,27,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.01,2020-W27,2020,27,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
11.99,2020-W27,2020,27,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.25,2020-W28,2020,28,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.37,2020-W28,2020,28,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.01,2020-W28,2020,28,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.38,2020-W29,2020,29,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.6,2020-W29,2020,29,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.21,2020-W29,2020,29,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.62,2020-W30,2020,30,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.88,2020-W30,2020,30,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.28,2020-W30,2020,30,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.67,2020-W31,2020,31,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.96,2020-W31,2020,31,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.29,2020-W31,2020,31,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.66,2020-W32,2020,32,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.94,2020-W32,2020,32,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.29,2020-W32,2020,32,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.61,2020-W33,2020,33,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.83,2020-W33,2020,33,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.26,2020-W33,2020,33,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.55,2020-W34,2020,34,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.83,2020-W34,2020,34,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.36,2020-W34,2020,34,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.46,2020-W35,2020,35,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.79,2020-W35,2020,35,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.23,2020-W35,2020,35,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.44,2020-W36,2020,36,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.78,2020-W36,2020,36,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.19,2020-W36,2020,36,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.38,2020-W37,2020,37,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.75,2020-W37,2020,37,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.2,2020-W37,2020,37,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.19,2020-W38,2020,38,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.7,2020-W38,2020,38,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.25,2020-W38,2020,38,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.08,2020-W39,2020,39,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.63,2020-W39,2020,39,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.22,2020-W39,2020,39,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.01,2020-W40,2020,40,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.61,2020-W40,2020,40,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.23,2020-W40,2020,40,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.09,2020-W41,2020,41,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.71,2020-W41,2020,41,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.2,2020-W41,2020,41,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.13,2020-W42,2020,42,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.86,2020-W42,2020,42,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.17,2020-W42,2020,42,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.18,2020-W43,2020,43,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.97,2020-W43,2020,43,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.27,2020-W43,2020,43,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.27,2020-W44,2020,44,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
28.01,2020-W44,2020,44,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.27,2020-W44,2020,44,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.26,2020-W45,2020,45,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.89,2020-W45,2020,45,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.28,2020-W45,2020,45,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.12,2020-W46,2020,46,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.68,2020-W46,2020,46,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.24,2020-W46,2020,46,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.07,2020-W47,2020,47,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.6,2020-W47,2020,47,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.33,2020-W47,2020,47,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.2,2020-W48,2020,48,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.7,2020-W48,2020,48,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.37,2020-W48,2020,48,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.2,2020-W49,2020,49,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.7,2020-W49,2020,49,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.56,2020-W49,2020,49,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.35,2020-W50,2020,50,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.85,2020-W50,2020,50,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.52,2020-W50,2020,50,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.55,2020-W51,2020,51,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.91,2020-W51,2020,51,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.66,2020-W51,2020,51,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.54,2021-W01,2021,1,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.91,2021-W01,2021,1,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.57,2021-W01,2021,1,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.38,2021-W02,2021,2,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
27.91,2021-W02,2021,2,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.66,2021-W02,2021,2,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.48,2021-W03,2021,3,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
28.11,2021-W03,2021,3,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.66,2021-W03,2021,3,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.5,2021-W04,2021,4,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
28.3,2021-W04,2021,4,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.72,2021-W04,2021,4,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.51,2021-W05,2021,5,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
28.35,2021-W05,2021,5,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.85,2021-W05,2021,5,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.71,2021-W06,2021,6,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
28.59,2021-W06,2021,6,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
12.98,2021-W06,2021,6,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.83,2021-W07,2021,7,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
28.76,2021-W07,2021,7,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.11,2021-W07,2021,7,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
27.91,2021-W08,2021,8,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
28.91,2021-W08,2021,8,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.2,2021-W08,2021,8,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
28.27,2021-W09,2021,9,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
29.32,2021-W09,2021,9,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.22,2021-W09,2021,9,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
28.69,2021-W10,2021,10,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
29.81,2021-W10,2021,10,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.82,2021-W10,2021,10,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.38,2021-W11,2021,11,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.69,2021-W11,2021,11,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.2,2021-W11,2021,11,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.63,2021-W12,2021,12,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.19,2021-W12,2021,12,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.08,2021-W12,2021,12,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.72,2021-W13,2021,13,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.33,2021-W13,2021,13,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.1,2021-W13,2021,13,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.67,2021-W15,2021,15,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.51,2021-W15,2021,15,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.15,2021-W15,2021,15,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.66,2021-W16,2021,16,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.54,2021-W16,2021,16,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.14,2021-W16,2021,16,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.66,2021-W17,2021,17,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.58,2021-W17,2021,17,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14,2021-W17,2021,17,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.67,2021-W18,2021,18,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.6,2021-W18,2021,18,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.94,2021-W18,2021,18,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.88,2021-W19,2021,19,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.9,2021-W19,2021,19,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.88,2021-W19,2021,19,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.07,2021-W20,2021,20,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.1,2021-W20,2021,20,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.8,2021-W20,2021,20,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.09,2021-W21,2021,21,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.17,2021-W21,2021,21,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.83,2021-W21,2021,21,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.09,2021-W22,2021,22,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.18,2021-W22,2021,22,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.82,2021-W22,2021,22,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.25,2021-W23,2021,23,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.29,2021-W23,2021,23,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.78,2021-W23,2021,23,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.4,2021-W24,2021,24,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.34,2021-W24,2021,24,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.66,2021-W24,2021,24,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.61,2021-W25,2021,25,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.52,2021-W25,2021,25,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.65,2021-W25,2021,25,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.88,2021-W26,2021,26,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.73,2021-W26,2021,26,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.62,2021-W26,2021,26,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.53,2021-W28,2021,28,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.45,2021-W28,2021,28,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.96,2021-W28,2021,28,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.63,2021-W29,2021,29,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.58,2021-W29,2021,29,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.03,2021-W29,2021,29,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.66,2021-W30,2021,30,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.64,2021-W30,2021,30,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.11,2021-W30,2021,30,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.67,2021-W31,2021,31,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.66,2021-W31,2021,31,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.14,2021-W31,2021,31,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.64,2021-W32,2021,32,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.79,2021-W32,2021,32,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.56,2021-W32,2021,32,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.63,2021-W33,2021,33,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.8,2021-W33,2021,33,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.98,2021-W33,2021,33,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.64,2021-W34,2021,34,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.79,2021-W34,2021,34,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.09,2021-W34,2021,34,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.62,2021-W35,2021,35,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.79,2021-W35,2021,35,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.11,2021-W35,2021,35,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.61,2021-W36,2021,36,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.8,2021-W36,2021,36,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.17,2021-W36,2021,36,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.74,2021-W37,2021,37,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.8,2021-W37,2021,37,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.42,2021-W37,2021,37,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.82,2021-W38,2021,38,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.84,2021-W38,2021,38,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.5,2021-W38,2021,38,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.07,2021-W39,2021,39,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.96,2021-W39,2021,39,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.56,2021-W39,2021,39,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.72,2021-W40,2021,40,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
