hodnota,obdobi,rok,tyden,ukazatel_txt,polozka_txt
17.86,2025-W24,2025,24,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.63,2025-W25,2025,25,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.95,2025-W25,2025,25,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.75,2025-W25,2025,25,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.71,2025-W26,2025,26,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.87,2025-W26,2025,26,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.65,2025-W26,2025,26,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.81,2025-W27,2025,27,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.9,2025-W27,2025,27,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.64,2025-W27,2025,27,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.74,2025-W28,2025,28,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.73,2025-W28,2025,28,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.65,2025-W28,2025,28,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.98,2025-W29,2025,29,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.7,2025-W29,2025,29,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.63,2025-W29,2025,29,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.01,2025-W30,2025,30,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.69,2025-W30,2025,30,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.22,2025-W30,2025,30,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.07,2025-W31,2025,31,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.67,2025-W31,2025,31,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.2,2025-W31,2025,31,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.06,2025-W32,2025,32,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.66,2025-W32,2025,32,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.15,2025-W32,2025,32,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.88,2025-W33,2025,33,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.52,2025-W33,2025,33,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.09,2025-W33,2025,33,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.34,2025-W34,2025,34,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.42,2025-W34,2025,34,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.05,2025-W34,2025,34,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.09,2025-W35,2025,35,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.26,2025-W35,2025,35,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.98,2025-W35,2025,35,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.02,2025-W36,2025,36,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.2,2025-W36,2025,36,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.96,2025-W36,2025,36,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.17,2025-W37,2025,37,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.3,2025-W37,2025,37,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.92,2025-W37,2025,37,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.23,2025-W38,2025,38,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.36,2025-W38,2025,38,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.95,2025-W38,2025,38,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.25,2025-W39,2025,39,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.36,2025-W39,2025,39,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.9,2025-W39,2025,39,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.29,2025-W40,2025,40,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.39,2025-W40,2025,40,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.9,2025-W40,2025,40,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.28,2025-W41,2025,41,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.38,2025-W41,2025,41,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.9,2025-W41,2025,41,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.28,2025-W42,2025,42,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.37,2025-W42,2025,42,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.9,2025-W42,2025,42,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.99,2025-W43,2025,43,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.23,2025-W43,2025,43,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.78,2025-W43,2025,43,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.99,2025-W44,2025,44,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.22,2025-W44,2025,44,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.77,2025-W44,2025,44,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.37,2025-W45,2025,45,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.46,2025-W45,2025,45,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.71,2025-W45,2025,45,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.76,2025-W46,2025,46,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.54,2025-W46,2025,46,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.7,2025-W46,2025,46,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.26,2025-W47,2025,47,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.7,2025-W47,2025,47,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.69,2025-W47,2025,47,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.75,2025-W48,2025,48,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.9,2025-W48,2025,48,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.67,2025-W48,2025,48,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.61,2025-W49,2025,49,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.63,2025-W49,2025,49,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.66,2025-W49,2025,49,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.01,2025-W50,2025,50,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.32,2025-W50,2025,50,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.64,2025-W50,2025,50,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.47,2025-W51,2025,51,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.9,2025-W51,2025,51,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.44,2025-W51,2025,51,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.72,2025-W52,2025,52,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.32,2025-W52,2025,52,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.51,2025-W52,2025,52,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.5,2026-W02,2026,2,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.06,2026-W02,2026,2,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.79,2026-W02,2026,2,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.36,2026-W03,2026,3,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.91,2026-W03,2026,3,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.65,2026-W03,2026,3,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.34,2026-W04,2026,4,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.88,2026-W04,2026,4,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.85,2026-W04,2026,4,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.53,2026-W05,2026,5,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33,2026-W05,2026,5,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.85,2026-W05,2026,5,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.82,2026-W06,2026,6,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.22,2026-W06,2026,6,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.85,2026-W06,2026,6,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.99,2026-W07,2026,7,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.23,2026-W07,2026,7,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.85,2026-W07,2026,7,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.92,2026-W08,2026,8,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.14,2026-W08,2026,8,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.83,2026-W08,2026,8,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33,2026-W09,2026,9,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.23,2026-W09,2026,9,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.83,2026-W09,2026,9,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.49,2026-W10,2026,10,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.79,2026-W10,2026,10,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.84,2026-W10,2026,10,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
38.93,2026-W11,2026,11,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.14,2026-W11,2026,11,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
19.24,2026-W11,2026,11,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
42.54,2026-W12,2026,12,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.15,2026-W12,2026,12,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
19.83,2026-W12,2026,12,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
46.85,2026-W13,2026,13,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
40.83,2026-W13,2026,13,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
20.57,2026-W13,2026,13,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
48.29,2026-W14,2026,14,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
41.38,2026-W14,2026,14,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
22.6,2026-W14,2026,14,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
48.49,2026-W15,2026,15,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
41.52,2026-W15,2026,15,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
23.53,2026-W15,2026,15,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
45.57,2026-W16,2026,16,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
41.27,2026-W16,2026,16,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
23.52,2026-W16,2026,16,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
42.65,2026-W17,2026,17,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
40.62,2026-W17,2026,17,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
23.58,2026-W17,2026,17,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
41.59,2026-W18,2026,18,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
41,2026-W18,2026,18,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
23.59,2026-W18,2026,18,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
43.03,2026-W19,2026,19,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
42.28,2026-W19,2026,19,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
23.58,2026-W19,2026,19,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
42.59,2026-W20,2026,20,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
42.61,2026-W20,2026,20,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
22.77,2026-W20,2026,20,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
40.69,2026-W21,2026,21,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
42.38,2026-W21,2026,21,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
23.34,2026-W21,2026,21,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
40.69,2026-W22,2026,22,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
43.22,2026-W22,2026,22,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
22.73,2026-W22,2026,22,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
38.46,2026-W23,2026,23,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
41.66,2026-W23,2026,23,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
22.72,2026-W23,2026,23,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
38.21,2026-W24,2026,24,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
40.46,2026-W24,2026,24,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
22.73,2026-W24,2026,24,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.82,2026-W25,2026,25,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
39.92,2026-W25,2026,25,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
22.33,2026-W25,2026,25,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.64,2026-W26,2026,26,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.82,2026-W26,2026,26,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
22.23,2026-W26,2026,26,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.06,2026-W27,2026,27,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.77,2026-W27,2026,27,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
22.12,2026-W27,2026,27,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
